# Wordlist

# DATA
ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
7073	q i w a	212	grass	Kawki	qiwa	hierba, pasto	q i w a	qiwa			heggarty2005	Aymara
7074	k i w a	212	grass	Lamas	kiwa	hierba, pasto	k i w a	kiwa, waylla			taylor2006	Quechua
7075	w ai dʑ a	2529	grass	Lamas	waylla	hierba, pasto	w ai dʑ a	kiwa, waylla			taylor2006	Quechua
7076	q i w a	212	grass	Laraos	qiwa	hierba, pasto	q i w a	qiwa			heggarty2005	Quechua
7077	q e w a	212	grass	Lincha-Tana	qiwa	hierba, pasto	q e w a	qiwa			shimelman2017	Quechua
7078	q u r a	2522	grass	Maragua	qura	hierba, pasto	q u r a	qura			heggarty2005	Quechua
7079	k i w a	212	grass	Napo	quihua	hierba, pasto	k i w a	quihua			orrwrisley1981	Quechua
7080	χ e w a	212	grass	Pacaraos	qiwa	hierba, pasto	χ e w a	qiwa			adelaar1982	Quechua
7081	k i w a	212	grass	Pastaza	quiwa	hierba, pasto	k i w a	quiwa			landerman1973	Quechua
7082	j e r b a	2527	grass	Pocona	hierba	hierba, pasto	j e r b a	hierba			heggarty2005	Quechua
7083	j e r b a	2527	grass	Puki	hierba	hierba, pasto	j e r b a	hierba			heggarty2005	Aymara
7084	q u r a	2522	grass	Puno	qura	hierba, pasto	q u r a	qura			heggarty2005	Quechua
7085	- u x s a	210	grass	Putumayo	ugsa	hierba, pasto	u x s a	ugsa		cognate with Uru "flower"; interesting	tandioy1978	Quechua
7086	p a s t u	2526	grass	Raimondi	pastu	hierba, pasto	p a s t u	pastu			parkerchavez1976	Quechua
7087	q e w a	212	grass	SanPedro	qiwa	hierba, pasto	q e w a	qiwa			shimelman2017	Quechua
7088	j u j u	183	grass	Santiagueno	yuyu	hierba, pasto	j u j u	yuyu			juanatey2021	Quechua
7089	k a tʃ a	288	grass	SantoTomas	cacha	hierba, pasto	k a tʃ a	cacha			santotomas1951	Quechua
7090	k i w a	212	grass	Serena	kiwa	hierba, pasto	k i w a	kiwa			heggarty2005	Quechua
7091	q u r a	2522	grass	Sullkatiti	qura	hierba, pasto	q u r a	qura			heggarty2005	Aymara
7092	q u r a	2522	grass	Taquile	qura	hierba, pasto	q u r a	qura			heggarty2005	Quechua
7093	χ e w a	212	grass	Tarma	xiwa	hierba, pasto	χ e w a	xiwa			adelaar1977	Quechua
7094	kʰ i w a	212	grass	Troje	khiwa	hierba, pasto	kʰ i w a	khiwa			heggarty2005	Quechua
7095	p a s t u	2526	grass	Wari	pastu	hierba, pasto	p a s t u	pastu			parkerchavez1976	Quechua
7096	q u r a	2522	grass	Yanac	qura	hierba, pasto	q u r a	qura			heggarty2005	Quechua
7502	k i w a	212	grass	Azuay	quihua, yuyu	hierba, pasto	k i w a	quihua				
7564	j u j u	183	grass	Azuay	quihua, yuyu		j u j u	yuyu				
7703	q u l a	2522	grass	Jauja	qula		q u l a	qula				
7704	q i w a	212	grass	Jauja	qiwa		q i w a	qiwa				
#
100	m a n a + p ɔ k ɔ s̺ k - a	2576 2577	green	Anonimo	mana pocoʃca	verde (color)	m a n a + p ɔ k ɔ s̺ k a	mana pocoʃca, chahua		verde fruta	valera1586	Quechua
101	tʃ a w a	2578	green	Anonimo	chahua	verde (color)	tʃ a w a	mana pocoʃca, chahua		verde fruta	valera1586	Quechua
102	- - k u - k - u	81	green	Apurimac	kuku	verde (color)	k u k u	kuku			camacho2007	Quechua
103	χ i w a	211	green	Atalla	χiwa	verde (color)	χ i w a	χiwa			heggarty2005	Quechua
104	χ u m i ɽ	2579	green	Ayacucho	qumiř	verde (color)	χ u m i ɽ	qumiř		Huancavelica only		Quechua
105	b i r d i	2580	green	Bobonaza	birdi	verde (color)	b i r d i	birdi	esp		orrwrisley1981	Quechua
106	tʃ i k j - a x	2581	green	Chachapoyas	chikyaj	verde (color)	tʃ i k j a x	chikyaj			taylor2006	Quechua
107	b e r d e	2580	green	Chacpar	verde	verde (color)	b e r d e	verde	esp		heggarty2005	Quechua
108	tʃ i ʁ j - a x	2581	green	Chetilla	čiγyax	verde (color)	tʃ i ʁ j a x	čiγyax			heggarty2005	Quechua
109	tʃʼ o - j ɲ a -	2581	green	Chipaya	č'ojña	verde (color)	tʃʼ o j ɲ a	č'ojña			heggarty2005	Uru-Chipaya
110	qʼ u m i r	2579	green	Curva	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
111	qʼ u m i r	2579	green	Cuzco	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
112	b e r d e	2580	green	Huallaga	verde	verde (color)	b e r d e	verde	esp		heggarty2005	Quechua
113	b i ɾ d i	2580	green	Huanca	birdi	verde (color)	b i ɾ d i	birdi	esp		cerron2018	Quechua
114	tʃʼ u χ ɲ - a -	2581	green	Huancane	č'uχña	verde (color)	tʃʼ u χ ɲ a	č'uχña			heggarty2005	Aymara
115	b e ɾ - i	2580	green	HuarazHuailas	beri	verde (color)	b e ɾ i	beri	esp		parkerchavez1976	Quechua
116	b i ɾ d i	2580	green	Imbabura	birdi	verde (color)	b i ɾ d i	birdi	esp		gomez2009	Quechua
117	tʃ i χ j - a χ	2581	green	Inkawasi	čiχyaχ	verde (color)	tʃ i χ j a χ	čiχyaχ			heggarty2005	Quechua
118	b e r d e	2580	green	Jaqaru	verde	verde (color)	b e r d e	verde	esp	(wirdi)	heggarty2005	Aymara
119	tʃ i k j - a -	2581	green	Kawki	čikya	verde (color)	tʃ i k j a	čikya	quechua		heggarty2005	Aymara
120	tʃ i k x - a k	2581	green	Lamas	chikjak	verde (color)	tʃ i k x a k	chikjak			taylor2006	Quechua
121	b e r d e	2580	green	Laraos	verde	verde (color)	b e r d e	verde	esp		heggarty2005	Quechua
122	qʼ u m i r	2579	green	Maragua	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
123	b i r d i	2580	green	Napo	birdi	verde (color)	b i r d i	birdi	esp		orrwrisley1981	Quechua
124	b e r d i	2580	green	Pacaraos	berdi	verde (color)	b e r d i	berdi	esp	esp	adelaar1982	Quechua
125	- - k i - - ʎ u	79	green	Pastaza	quillu	verde (color)	k i ʎ u	quillu			landerman1973	Quechua
126	qʼ u m i r	2579	green	Pocona	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
127	tʃʼ u χ ɲ - a -	2581	green	Puki	č'uχña	verde (color)	tʃʼ u χ ɲ a	č'uχña			heggarty2005	Aymara
128	qʼ u m i r	2579	green	Puno	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
129	b e ɾ d i	2580	green	Raimondi	berdi	verde (color)	b e ɾ d i	berdi	esp		parkerchavez1976	Quechua
130	q o m e ɾ	2579	green	Santiagueno	qomer	verde (color)	q o m e ɾ	qomer			juanatey2021	Quechua
131	- o k o - k j a	80	green	SantoTomas	ococya	verde (color)	o k o k j a	ococya			santotomas1951	Quechua
132	b e r d e	2580	green	Serena	verde	verde (color)	b e r d e	verde	esp		heggarty2005	Quechua
133	tʃʼ u χ ɲ - a -	2581	green	Sullkatiti	č'uχña	verde (color)	tʃʼ u χ ɲ a	č'uχña			heggarty2005	Aymara
134	qʼ u m i r	2579	green	Taquile	q'umir	verde (color)	qʼ u m i r	q'umir			heggarty2005	Quechua
135	b e r d e	2580	green	Troje	verde	verde (color)	b e r d e	verde	esp		heggarty2005	Quechua
136	tʃ e q ʎ - a -	2581	green	Wari	cheqlla	verde (color)	tʃ e q ʎ a	cheqlla			parkerchavez1976	Quechua
137	ts i q j - a q	2581	green	Yanac	tsiqyaq	verde (color)	ts i q j a q	tsiqyaq			heggarty2005	Quechua
7509	l u m a ɾ	111	green	Azuay	lumar	verde (color)	l u m a ɾ	lumar				
#
3279	tʃ u k tʃ a	261	hair	Anonimo	chuccha	cabello, pelo	tʃ u k tʃ a	chuccha, accha			valera1586	Quechua
3280	- a k tʃ a	2616	hair	Anonimo	accha	cabello, pelo	a k tʃ a	chuccha, accha			valera1586	Quechua
3281	- a q tʃ a	2616	hair	Apuri	aqcha	cabello, pelo	a q tʃ a	aqcha			shimelman2017	Quechua
3282	tʃ u k tʃ a	261	hair	Apuri	chukcha	cabello, pelo	tʃ u k tʃ a	chukcha			shimelman2017	Quechua
3283	tʃ u k tʃ a	261	hair	Apurimac	chukcha	cabello, pelo	tʃ u k tʃ a	chukcha			camacho2007	Quechua
3284	tʃ u k tʃ a	261	hair	Arma	chukcha	cabello, pelo	tʃ u k tʃ a	chukcha			galvez2003	Quechua
3285	tʃ u k tʃ a	261	hair	Atalla	čukča	cabello, pelo	tʃ u k tʃ a	čukča			heggarty2005	Quechua
3286	tʃ u k tʃ a	261	hair	Ayacucho	chukcha	cabello, pelo	tʃ u k tʃ a	chukcha			soto1976	Quechua
3287	- a k tʃ a	2616	hair	Bobonaza	accha	cabello, pelo	a k tʃ a	accha			orrwrisley1981	Quechua
3288	- a q tʃ a	2616	hair	Cacra-Hongos	aqcha	cabello, pelo	a q tʃ a	aqcha			shimelman2017	Quechua
3289	tʃ u x tʃ a	261	hair	Chachapoyas	chujcha	cabello, pelo	tʃ u x tʃ a	chujcha			taylor2006	Quechua
3290	- a q ts a	2616	hair	Chacpar	aqtsa	cabello, pelo	a q ts a	aqtsa			heggarty2005	Quechua
3291	- a χ tʃ a	2616	hair	Chetilla	aχča	cabello, pelo	a χ tʃ a	aχča			heggarty2005	Quechua
3292	tʃ a r a	2617	hair	Chipaya	chara	cabello, pelo	tʃ a r a	chara			heggarty2005	Uru-Chipaya
3293	tʃ u x tʃ a	261	hair	Curva	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3294	tʃ u x tʃ a	261	hair	Cuzco	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3295	tʃ u k tʃ a	261	hair	CuzquenoAntiguo	chuccha	cabello, pelo	tʃ u k tʃ a	chuccha			holguin1608	Quechua
3296	- a χ tʃ a	2616	hair	Huallaga	aχča	cabello, pelo	a χ tʃ a	aχča			heggarty2005	Quechua
3297	- a ʔ tʃ a	2616	hair	Huanca	aqcha	cabello, pelo	a ʔ tʃ a	aqcha				Quechua
3299	ɲ i kʼ u t a	263	hair	Huancane	ñik'uta	cabello, pelo	ɲ i kʼ u t a	ñik'uta			heggarty2005	Aymara
3300	- a q tʃ a	2616	hair	Huangascar	aqcha	cabello, pelo	a q tʃ a	aqcha, chukcha			shimelman2017	Quechua
3301	tʃ u k tʃ a	261	hair	Huangascar	chukcha	cabello, pelo	tʃ u k tʃ a	aqcha, chukcha			shimelman2017	Quechua
3302	- a q ts a	2616	hair	HuarazHuailas	aqtsa	cabello, pelo	a q ts a	aqtsa			parkerchavez1976	Quechua
3303	- a k tʃ a	2616	hair	Imbabura	akcha	cabello, pelo	a k tʃ a	akcha			gomez2009	Quechua
3304	- a χ tʃ a	2616	hair	Inkawasi	aχča	cabello, pelo	a χ tʃ a	aχča			heggarty2005	Quechua
3305	- i χ k l i: s a	262	hair	Iruhito	iχklí:sa	cabello, pelo	i χ k l i: s a	iχklí:sa			cerron2016	Uru-Chipaya
3306	n u kʼ u t a	263	hair	Jaqaru	nuk'uta	cabello, pelo	n u kʼ u t a	nuk'uta			heggarty2005	Aymara
3307	n u kʼ u ʈʂ a	263	hair	Kawki	nuk'uĉa	cabello, pelo	n u kʼ u ʈʂ a	nuk'uĉa			heggarty2005	Aymara
3308	tʃ u k tʃ a	261	hair	Lamas	chukcha	cabello, pelo	tʃ u k tʃ a	chukcha			taylor2006	Quechua
3309	- a χ tʃ a	2616	hair	Laraos	aχča	cabello, pelo	a χ tʃ a	aχča			heggarty2005	Quechua
3310	- a q tʃ a	2616	hair	Lincha-Tana	aqcha	cabello, pelo	a q tʃ a	aqcha			shimelman2017	Quechua
3311	tʃ u x tʃ a	261	hair	Maragua	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3312	- a k tʃ a	2616	hair	Napo	accha	cabello, pelo	a k tʃ a	accha			orrwrisley1981	Quechua
3313	- a χ s a	2616	hair	Pacaraos	aqsa	cabello, pelo	a χ s a	aqsa			adelaar1982	Quechua
3314	tʃ u k tʃ a	261	hair	Pastaza	chuccha	cabello, pelo	tʃ u k tʃ a	chuccha			landerman1973	Quechua
3315	tʃ u x tʃ a	261	hair	Pocona	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3316	ɲ a kʼ u t a	263	hair	Puki	ñak'uta	cabello, pelo	ɲ a kʼ u t a	ñak'uta			heggarty2005	Aymara
3317	tʃ u x tʃ a	261	hair	Puno	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3318	- a x tʃ a	2616	hair	Putumayo	agcha	cabello, pelo	a x tʃ a	agcha			tandioy1978	Quechua
3319	- a q ts a	2616	hair	Raimondi	aqtsa	cabello, pelo	a q ts a	aqtsa			parkerchavez1976	Quechua
3320	- a q tʃ a	2616	hair	SanPedro	aqcha	cabello, pelo	a q tʃ a	aqcha			shimelman2017	Quechua
3321	tʃ u x tʃ a	261	hair	Santiagueno	chukcha	cabello, pelo	tʃ u x tʃ a	chukcha			juanatey2021	Quechua
3322	tʃ u k tʃ a	261	hair	SantoTomas	chuccha	cabello, pelo	tʃ u k tʃ a	chuccha, yaccha		chukcha como sinonimo	santotomas1951	Quechua
3323	j a k tʃ a	2616	hair	SantoTomas	yaccha	cabello, pelo	j a k tʃ a	chuccha, yaccha		chukcha como sinonimo	santotomas1951	Quechua
3324	- a k tʃ a	2616	hair	Serena	akča	cabello, pelo	a k tʃ a	akča			heggarty2005	Quechua
3325	ɲ i kʼ u t a	263	hair	Sullkatiti	ñik'uta	cabello, pelo	ɲ i kʼ u t a	ñik'uta			heggarty2005	Aymara
3326	tʃ u x tʃ a	261	hair	Taquile	čuxča	cabello, pelo	tʃ u x tʃ a	čuxča			heggarty2005	Quechua
3327	- a χ tʃ a	2616	hair	Tarma	axča	cabello, pelo	a χ tʃ a	axča				Quechua
3328	- a x tʃ a	2616	hair	Troje	axča	cabello, pelo	a x tʃ a	axča			heggarty2005	Quechua
3329	n i: k’ o: t a	263	hair	Tsimu	ní:k’ó:ta	cabello, pelo	n i: k’ o: t a	ní:k’ó:ta		aymara	cerron2016	Uru-Chipaya
3330	- a q ts a	2616	hair	Wari	aqtsa	cabello, pelo	a q ts a	aqtsa			parkerchavez1976	Quechua
3331	- a q ts a	2616	hair	Yanac	aqtsa	cabello, pelo	a q ts a	aqtsa			heggarty2005	Quechua
7433	- a g tʃ a	2616	hair	Azuay	agcha	cabello, pelo	a g tʃ a	agcha				
7627	- a ʔ tʃ a	2616	hair	Jauja	aqcha		a ʔ tʃ a	aqcha				
#
3725	m a k i	2670	hand	Anonimo	maqui	mano	m a k i	maqui		mano de juego, mano de castigo	valera1586	Quechua
3726	m a k i	2670	hand	Apuri	maki	mano	m a k i	maki			shimelman2017	Quechua
3727	m a k i	2670	hand	Apurimac	maki	mano	m a k i	maki			camacho2007	Quechua
3728	m a k i	2670	hand	Arma	maki	mano	m a k i	maki			galvez2003	Quechua
3729	m a k i	2670	hand	Atalla	maki	mano	m a k i	maki			heggarty2005	Quechua
3730	m a k i	2670	hand	Ayacucho	maki	mano	m a k i	maki			soto1976	Quechua
3731	m a k i	2670	hand	Bobonaza	maqui	mano	m a k i	maqui			orrwrisley1981	Quechua
3732	m a k i	2670	hand	Cacra-Hongos	maki	mano	m a k i	maki			shimelman2017	Quechua
3733	m a k i	2670	hand	Chachapoyas	maki	mano	m a k i	maki			taylor2006	Quechua
3734	m a k i	2670	hand	Chacpar	maki	mano	m a k i	maki			heggarty2005	Quechua
3735	m a k i	2670	hand	Chetilla	maki	mano	m a k i	maki			heggarty2005	Quechua
3736	qʰ a r a	2671	hand	Chipaya	qhara	mano	qʰ a r a	qhara			heggarty2005	Uru-Chipaya
3737	m a k i	2670	hand	Curva	maki	mano	m a k i	maki			heggarty2005	Quechua
3738	m a k i	2670	hand	Cuzco	maki	mano	m a k i	maki			heggarty2005	Quechua
3739	m a χ i	2670	hand	CuzquenoAntiguo	maqui	mano	m a χ i	maqui		mano de juego, mano de castigo	holguin1608	Quechua
3740	m a k i	2670	hand	Huallaga	maki	mano	m a k i	maki			heggarty2005	Quechua
3741	m a k i	2670	hand	Huanca	maki	mano	m a k i	maki			cerron2018	Quechua
3742	a m p a r a	2672	hand	Huancane	ampara	mano	a m p a r a	ampara			heggarty2005	Aymara
3743	m a k i	2670	hand	Huangascar	maki	mano	m a k i	maki			shimelman2017	Quechua
3744	m a k i	2670	hand	HuarazHuailas	maki	mano	m a k i	maki			parkerchavez1976	Quechua
3745	m a k i	2670	hand	Imbabura	maki	mano	m a k i	maki			gomez2009	Quechua
3746	m a k i	2670	hand	Inkawasi	maki	mano	m a k i	maki			heggarty2005	Quechua
3747	k’ a: r a	2671	hand	Iruhito	k’á:r̂a	mano	k’ a: r a	k’á:r̂a			cerron2016	Uru-Chipaya
3748	a m p a r a	2672	hand	Jaqaru	ampara	mano	a m p a r a	ampara			heggarty2005	Aymara
3749	a m p a r a	2672	hand	Kawki	ampara	mano	a m p a r a	ampara			heggarty2005	Aymara
3750	m a k i	2670	hand	Lamas	maki	mano	m a k i	maki			taylor2006	Quechua
3751	m a k i	2670	hand	Laraos	maki	mano	m a k i	maki			heggarty2005	Quechua
3752	m a k i	2670	hand	Lincha-Tana	maki	mano	m a k i	maki			shimelman2017	Quechua
3753	m a k i	2670	hand	Maragua	maki	mano	m a k i	maki			heggarty2005	Quechua
3754	m a k i	2670	hand	Napo	maqui	mano	m a k i	maqui			orrwrisley1981	Quechua
3755	m a k i	2670	hand	Pacaraos	maki	mano	m a k i	maki			adelaar1982	Quechua
3756	m a k i	2670	hand	Pastaza	maqui	mano	m a k i	maqui			landerman1973	Quechua
3757	m a k i	2670	hand	Pocona	maki	mano	m a k i	maki			heggarty2005	Quechua
3758	a m p a r a	2672	hand	Puki	ampara	mano	a m p a r a	ampara			heggarty2005	Aymara
3759	m a k i	2670	hand	Puno	maki	mano	m a k i	maki			heggarty2005	Quechua
3760	m a x i	2670	hand	Putumayo	maqui	mano	m a x i	maqui			tandioy1978	Quechua
3761	m a k i	2670	hand	Raimondi	maki	mano	m a k i	maki			parkerchavez1976	Quechua
3762	m a k i	2670	hand	SanPedro	maki	mano	m a k i	maki			shimelman2017	Quechua
3763	m a x i	2670	hand	Santiagueno	maki	mano	m a x i	maki			juanatey2021	Quechua
3764	m a k i	2670	hand	SantoTomas	maqui	mano	m a k i	maqui			santotomas1951	Quechua
3765	m a k i	2670	hand	Serena	maki	mano	m a k i	maki			heggarty2005	Quechua
3766	a m p a r a	2672	hand	Sullkatiti	ampara	mano	a m p a r a	ampara			heggarty2005	Aymara
3767	m a k i	2670	hand	Taquile	maki	mano	m a k i	maki			heggarty2005	Quechua
3768	m a g i	2670	hand	Tarma	magi	mano	m a g i	magi			adelaar1977	Quechua
3769	m a k i	2670	hand	Troje	maki	mano	m a k i	maki			heggarty2005	Quechua
3770	k’ a: r a	2671	hand	Tsimu	k’á:r̂a	mano	k’ a: r a	k’á:r̂a			cerron2016	Uru-Chipaya
3771	m a k i	2670	hand	Wari	maki	mano	m a k i	maki			parkerchavez1976	Quechua
3772	m a k i	2670	hand	Yanac	maki	mano	m a k i	maki			heggarty2005	Quechua
7441	m a k i	2670	hand	Azuay	maqui	mano	m a k i	maqui				
7628	m a k i	2670	hand	Jauja	maki		m a k i	maki				
#
1243	k u s̺ ( s̺ ) i	2719	happy (be)	Anonimo	cuʃsi	feliz, alegre	k u s̺ s̺ i	cuʃsi			valera1586	Quechua
1244	k u ʃ ( - ) i	2719	happy (be)	Apuri	kushi	feliz, alegre	k u ʃ i	kushi			shimelman2017	Quechua
1245	k u s ( - ) a	2719	happy (be)	Apurimac	kusa	feliz, alegre	k u s a	kusa, kusi			camacho2007	Quechua
1246	k u s ( - ) i	2719	happy (be)	Apurimac	kusi	feliz, alegre	k u s i	kusa, kusi			camacho2007	Quechua
1247	k u s ( - ) i	2719	happy (be)	Arma	kusi	feliz, alegre	k u s i	kusi			galvez2003	Quechua
1248	k u s ( - ) i	2719	happy (be)	Atalla	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1249	k u s ( - ) i	2719	happy (be)	Ayacucho	kusi	feliz, alegre	k u s i	kusi			soto1976	Quechua
1250	k u ʃ ( - ) i	2719	happy (be)	Bobonaza	cushi	feliz, alegre	k u ʃ i	cushi		alegría	orrwrisley1981	Quechua
1251	k u ʃ ( - ) i	2719	happy (be)	Cacra-Hongos	kushi	feliz, alegre	k u ʃ i	kushi			shimelman2017	Quechua
1252	k u ʃ ( - ) -	2719	happy (be)	Chachapoyas	kushi	feliz, alegre	k u ʃ i	kushi			taylor2006	Quechua
1253	k u ʃ ( - ) i	2719	happy (be)	Chacpar	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1254	k u ʃ ( - ) i	2719	happy (be)	Chetilla	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1255	k u z ( - ) i	2719	happy (be)	Chipaya	kuzi	feliz, alegre	k u z i	kuzi (.λa)			heggarty2005	Uru-Chipaya
1256	k u s ( - ) i	2719	happy (be)	Curva	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1257	k u s ( - ) i	2719	happy (be)	Cuzco	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1258	k u s ( s ) i	2719	happy (be)	CuzquenoAntiguo	cuʃsi	feliz, alegre	k u s s i	cuʃsi			holguin1608	Quechua
1259	k u ʃ ( - ) i	2719	happy (be)	Huallaga	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1261	k u ʃ ( - ) i + ʎ a	2719	happy (be)	Huanca	kushisha	feliz, alegre	k u ʃ i + ʎ a	kushisha				Quechua
1264	k u s ( - ) i	2719	happy (be)	Huancane	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Aymara
1265	k u ʃ ( - ) i	2719	happy (be)	Huangascar	kushi	feliz, alegre	k u ʃ i	kushi			shimelman2017	Quechua
1266	k u ʃ ( - ) i	2719	happy (be)	HuarazHuailas	kushi	feliz, alegre	k u ʃ i	kushi			parkerchavez1976	Quechua
1267	k u ʃ ( - ) i + ʎ a	2719	happy (be)	Imbabura	kushilla	feliz, alegre	k u ʃ i + ʎ a	kushilla			gomez2009	Quechua
1268	k u ʃ ( - ) i	2719	happy (be)	Inkawasi	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1269	k u ʃ ( - ) u	2719	happy (be)	Jaqaru	kušu	feliz, alegre	k u ʃ u	kušu (.ku.)			heggarty2005	Aymara
1270	k u ʃ ( - ) u	2719	happy (be)	Kawki	kušu	feliz, alegre	k u ʃ u	kušu (.ku.)			heggarty2005	Aymara
1271	k u ʃ ( - ) i	2719	happy (be)	Lamas	kushi	feliz, alegre	k u ʃ i	kushi			taylor2006	Quechua
1272	k u ʃ ( - ) i	2719	happy (be)	Laraos	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1273	k u ʃ ( - ) i	2719	happy (be)	Lincha-Tana	kushi	feliz, alegre	k u ʃ i	kushi			shimelman2017	Quechua
1274	k u s ( - ) i	2719	happy (be)	Maragua	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1275	k u ʃ ( - ) i	2719	happy (be)	Napo	cushi	feliz, alegre	k u ʃ i	cushi		alegría	orrwrisley1981	Quechua
1276	k u ʃ ( - ) i + k u	2719	happy (be)	Pacaraos	kushi-ku	feliz, alegre	k u ʃ i + k u	kushi-ku			adelaar1982	Quechua
1277	k u ʃ ( - ) i	2719	happy (be)	Pastaza	cushi	feliz, alegre	k u ʃ i	cushi			landerman1973	Quechua
1278	k u s ( - ) i	2719	happy (be)	Pocona	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1279	k u s ( - ) i	2719	happy (be)	Puki	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Aymara
1280	k u s ( - ) i	2719	happy (be)	Puno	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1281	k u ʃ ( - ) i	2719	happy (be)	Raimondi	kushi	feliz, alegre	k u ʃ i	kushi			parkerchavez1976	Quechua
1282	k u ʃ ( - ) i	2719	happy (be)	SanPedro	kushi	feliz, alegre	k u ʃ i	kushi			shimelman2017	Quechua
1283	k u s ( - ) i	2719	happy (be)	Santiagueno	kusi	feliz, alegre	k u s i	kusi			juanatey2021	Quechua
1284	k u s ( s ) i + k u q	2719	happy (be)	SantoTomas	cuʃsicuq	feliz, alegre	k u s s i + k u q	cuʃsicuq			santotomas1951	Quechua
1285	k u ʃ ( - ) i	2719	happy (be)	Serena	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1286	k u s ( - ) i	2719	happy (be)	Sullkatiti	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Aymara
1287	k u s ( - ) i	2719	happy (be)	Taquile	kusi	feliz, alegre	k u s i	kusi			heggarty2005	Quechua
1288	k u ʃ ( - ) i	2719	happy (be)	Tarma	kuši	feliz, alegre	k u ʃ i	kuši				Quechua
1289	k u ʃ ( - ) i	2719	happy (be)	Troje	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
1290	k u ʃ ( - ) i	2719	happy (be)	Wari	kushi	feliz, alegre	k u ʃ i	kushi			parkerchavez1976	Quechua
1291	k u ʃ ( - ) i	2719	happy (be)	Yanac	kuši	feliz, alegre	k u ʃ i	kuši			heggarty2005	Quechua
7530	k u ʃ ( - ) i + u g	2719	happy (be)	Azuay	cushi-ug	feliz, alegre	k u ʃ i + u g	cushi-ug				
7629	k u ʃ ( - ) i + ʎ a	2719	happy (be)	Jauja	kushisha		k u ʃ i + ʎ a	kushisha				
#
3128	- u m a	2769	head	Anonimo	vma	cabeza	u m a	vma			valera1586	Quechua
3129	- u m a	2769	head	Apuri	uma	cabeza	u m a	uma			shimelman2017	Quechua
3130	- u m a	2769	head	Apurimac	uma	cabeza	u m a	uma			camacho2007	Quechua
3131	- u m a	2769	head	Arma	uma	cabeza	u m a	uma			galvez2003	Quechua
3132	- u m a	2769	head	Atalla	uma	cabeza	u m a	uma			heggarty2005	Quechua
3133	- u m a	2769	head	Ayacucho	uma	cabeza	u m a	uma			soto1976	Quechua
3134	- u m a	2769	head	Bobonaza	uma	cabeza	u m a	uma			orrwrisley1981	Quechua
3135	- u m a	2769	head	Cacra-Hongos	uma	cabeza	u m a	uma			shimelman2017	Quechua
3136	- u m a	2769	head	Chachapoyas	uma	cabeza	u m a	uma			taylor2006	Quechua
3137	- u m a	2769	head	Chacpar	uma	cabeza	u m a	uma			heggarty2005	Quechua
3138	- u m a	2769	head	Chetilla	uma	cabeza	u m a	uma			heggarty2005	Quechua
3139	- a tʃ - a	2770	head	Chipaya	acha	cabeza	a tʃ a	acha			heggarty2005	Uru-Chipaya
3140	- u m a	2769	head	Curva	uma	cabeza	u m a	uma			heggarty2005	Quechua
3141	- u m a	2769	head	Cuzco	uma	cabeza	u m a	uma			heggarty2005	Quechua
3142	- u m a	2769	head	CuzquenoAntiguo	vma	cabeza	u m a	vma			holguin1608	Quechua
3143	- u m a	2769	head	Huallaga	uma	cabeza	u m a	uma			heggarty2005	Quechua
3144	- u m a	2769	head	Huanca	uma	cabeza	u m a	uma			cerron2018	Quechua
3145	pʼ i - q i	2771	head	Huancane	p'iqi	cabeza	pʼ i q i	p'iqi			heggarty2005	Aymara
3146	- u m a	2769	head	Huangascar	uma	cabeza	u m a	uma			shimelman2017	Quechua
